timestamp,open,high,low,close,volume
2021-06-26 00:13:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:14:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:15:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:16:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:17:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:18:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:19:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:20:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:21:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:22:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:23:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:24:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:25:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:26:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:27:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:28:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:29:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:30:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:31:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:32:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:33:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:34:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:35:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:36:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:37:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:38:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:39:00+00:00,0.0006626,0.0006626,0.0006626,0.0006626,0.0
2021-06-26 00:40:00+00:00,0.000656,0.000656,0.000656,0.000656,7.184184e-05
2021-06-26 00:41:00+00:00,0.000656,0.000656,0.000656,0.000656,0.0
2021-06-26 00:42:00+00:00,0.000656,0.000656,0.000656,0.000656,0.0
2021-06-26 00:43:00+00:00,0.000656,0.000656,0.000656,0.000656,0.0
2021-06-26 00:44:00+00:00,0.000656,0.000656,0.000656,0.000656,0.0
2021-06-26 00:45:00+00:00,0.000656,0.000656,0.000656,0.000656,0.0
2021-06-26 00:46:00+00:00,0.000656,0.000656,0.000656,0.000656,0.0
2021-06-26 00:47:00+00:00,0.000656,0.000656,0.000656,0.000656,0.0
2021-06-26 00:48:00+00:00,0.000656,0.000656,0.000656,0.000656,0.0
2021-06-26 00:49:00+00:00,0.000656,0.000656,0.000656,0.000656,0.0
2021-06-26 00:50:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,6.75733305e-05
2021-06-26 00:51:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 00:52:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 00:53:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 00:54:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 00:55:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 00:56:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 00:57:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 00:58:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 00:59:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:00:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:01:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:02:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:03:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:04:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:05:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:06:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:07:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:08:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:09:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:10:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:11:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:12:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:13:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:14:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:15:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:16:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:17:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:18:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:19:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:20:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:21:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:22:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:23:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:24:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:25:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:26:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:27:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:28:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:29:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:30:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:31:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:32:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:33:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:34:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:35:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:36:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:37:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:38:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:39:00+00:00,0.0006495,0.0006495,0.0006495,0.0006495,0.0
2021-06-26 01:40:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,6.50841645e-05
2021-06-26 01:41:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:42:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:43:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:44:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:45:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:46:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:47:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:48:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:49:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:50:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:51:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:52:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:53:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:54:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:55:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:56:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:57:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:58:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 01:59:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 02:00:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 02:01:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 02:02:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 02:03:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 02:04:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 02:05:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 02:06:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 02:07:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 02:08:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 02:09:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 02:10:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
2021-06-26 02:11:00+00:00,0.0006585,0.0006585,0.0006585,0.0006585,0.0
